text,label
"Thêm một chút giễu cợt vào biểu cảm khinh bỉ
",7
"Làm cho khuôn mặt này trông như đang cười chê
",7
"Thể hiện sự khinh miệt qua ánh mắt
",7
"Thêm một chút chế giễu vào đôi môi
",7
"Làm cho đôi mắt này trông thật lạnh lùng và khinh bỉ
",7
"Chỉnh sửa để biểu cảm này trông như đang coi thường ai đó
",7
"Thêm vào nét khinh khỉnh trên khuôn mặt
",7
"Làm nổi bật sự khinh miệt bằng ánh mắt sắc lạnh
",7
"Thể hiện sự khinh bỉ qua đôi môi nhếch nhẹ
",7
"Thêm một chút châm biếm vào biểu cảm này
",7
"Làm cho khuôn mặt này trông như đang mỉa mai ai đó
",7
"Chỉnh lại đôi mắt để trông thật sắc sảo và khinh bỉ
",7
"Thêm một chút giễu cợt vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Thể hiện sự khinh miệt qua nụ cười nhếch lên
",7
"Thêm nét khinh khỉnh vào đôi môi
",7
"Làm cho khuôn mặt này trông như đang phớt lờ ai đó
",7
"Chỉnh lại cơ mặt để trông như đang châm biếm
",7
"Thêm vào vẻ lạnh nhạt trong ánh mắt
",7
"Làm nổi bật sự coi thường bằng ánh mắt
",7
"Thể hiện sự khinh bỉ bằng cách nhếch mép nhẹ
",7
"Thêm một chút chế giễu vào biểu cảm này
",7
"Làm cho khuôn mặt này trông như đang thờ ơ với mọi thứ
",7
"Chỉnh sửa để đôi mắt trông sắc sảo và khinh bỉ
",7
"Thêm nét nhạo báng vào nụ cười
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Thể hiện sự khinh bỉ qua đôi môi nhếch lên
",7
"Thêm một chút khinh thường vào ánh mắt
",7
"Làm cho khuôn mặt này trông như đang chê bai ai đó
",7
"Chỉnh lại cơ mặt để thể hiện sự coi thường
",7
"Thêm nét giễu cợt vào biểu cảm
",7
"Làm cho đôi mắt này trông như đang nhìn với vẻ khinh bỉ
",7
"Thể hiện sự khinh miệt qua nụ cười mỉa
",7
"Thêm một chút khinh bỉ vào đôi môi
",7
"Làm nổi bật ánh mắt khinh khỉnh
",7
"Chỉnh sửa để khuôn mặt này trông như đang châm biếm
",7
"Thêm vào vẻ lạnh nhạt trong đôi mắt
",7
"Làm cho biểu cảm này trông như đang nhìn thẳng vào ai đó với sự khinh bỉ
",7
"Thể hiện sự khinh bỉ bằng cách mím chặt môi
",7
"Thêm một chút nhạo báng vào nụ cười khinh bỉ
",7
"Làm cho khuôn mặt này trông như đang giễu cợt
",7
"Chỉnh lại nếp nhăn để trông như đang cười mỉa
",7
"Thêm nét lạnh lùng vào ánh mắt khinh khỉnh
",7
"Làm nổi bật sự khinh thường thông qua đôi môi
",7
"Thể hiện sự khinh bỉ qua ánh nhìn đầy chế nhạo
",7
"Thêm vào một chút cười khẩy trong biểu cảm
",7
"Làm cho đôi mắt này trông như đang dò xét ai đó
",7
"Chỉnh lại khuôn mặt để trông như đang nhếch mép khinh thường
",7
"Thêm một chút giễu cợt vào biểu cảm khinh bỉ
",7
"Làm cho khuôn mặt này trông như đang cười chê
",7
"Thể hiện sự khinh miệt qua ánh mắt
",7
"Thêm một chút chế giễu vào đôi môi
",7
"Làm cho đôi mắt này trông thật lạnh lùng và khinh bỉ
",7
"Chỉnh sửa để biểu cảm này trông như đang coi thường ai đó
",7
"Thêm vào nét khinh khỉnh trên khuôn mặt
",7
"Làm nổi bật sự khinh miệt bằng ánh mắt sắc lạnh
",7
"Thể hiện sự khinh bỉ qua đôi môi nhếch nhẹ
",7
"Thêm một chút châm biếm vào biểu cảm này
",7
"Làm cho khuôn mặt này trông như đang mỉa mai ai đó
",7
"Chỉnh lại đôi mắt để trông thật sắc sảo và khinh bỉ
",7
"Thêm một chút giễu cợt vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Thể hiện sự khinh miệt qua nụ cười nhếch lên
",7
"Thêm nét khinh khỉnh vào đôi môi
",7
"Làm cho khuôn mặt này trông như đang phớt lờ ai đó
",7
"Chỉnh lại cơ mặt để trông như đang châm biếm
",7
"Thêm vào vẻ lạnh nhạt trong ánh mắt
",7
"Làm nổi bật sự coi thường bằng ánh mắt
",7
"Thể hiện sự khinh bỉ bằng cách nhếch mép nhẹ
",7
"Thêm một chút chế giễu vào biểu cảm này
",7
"Làm cho khuôn mặt này trông như đang thờ ơ với mọi thứ
",7
"Chỉnh sửa để đôi mắt trông sắc sảo và khinh bỉ
",7
"Thêm nét nhạo báng vào nụ cười
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Thể hiện sự khinh bỉ qua đôi môi nhếch lên
",7
"Thêm một chút khinh thường vào ánh mắt
",7
"Làm cho khuôn mặt này trông như đang chê bai ai đó
",7
"Chỉnh lại cơ mặt để thể hiện sự coi thường
",7
"Thêm nét giễu cợt vào biểu cảm
",7
"Làm cho đôi mắt này trông như đang nhìn với vẻ khinh bỉ
",7
"Thể hiện sự khinh miệt qua nụ cười mỉa
",7
"Thêm một chút khinh bỉ vào đôi môi
",7
"Làm nổi bật ánh mắt khinh khỉnh
",7
"Chỉnh sửa để khuôn mặt này trông như đang châm biếm
",7
"Thêm vào vẻ lạnh nhạt trong đôi mắt
",7
"Làm cho biểu cảm này trông như đang nhìn thẳng vào ai đó với sự khinh bỉ
",7
"Thể hiện sự khinh bỉ bằng cách mím chặt môi
",7
"Thêm một chút nhạo báng vào nụ cười khinh bỉ
",7
"Làm cho khuôn mặt này trông như đang giễu cợt
",7
"Chỉnh lại nếp nhăn để trông như đang cười mỉa
",7
"Thêm nét lạnh lùng vào ánh mắt khinh khỉnh
",7
"Làm nổi bật sự khinh thường thông qua đôi môi
",7
"Thể hiện sự khinh bỉ qua ánh nhìn đầy chế nhạo
",7
"Thêm vào một chút cười khẩy trong biểu cảm
",7
"Làm cho đôi mắt này trông như đang dò xét ai đó
",7
"Chỉnh lại khuôn mặt để trông như đang nhếch mép khinh thường
",7
"Thêm một chút giễu cợt vào biểu cảm khinh bỉ
",7
"Làm cho khuôn mặt này trông như đang cười chê
",7
"Thể hiện sự khinh miệt qua ánh mắt
",7
"Thêm một chút chế giễu vào đôi môi
",7
"Làm cho đôi mắt này trông thật lạnh lùng và khinh bỉ
",7
"Chỉnh sửa để biểu cảm này trông như đang coi thường ai đó
",7
"Thêm vào nét khinh khỉnh trên khuôn mặt
",7
"Làm nổi bật sự khinh miệt bằng ánh mắt sắc lạnh
",7
"Thể hiện sự khinh bỉ qua đôi môi nhếch nhẹ
",7
"Thêm một chút châm biếm vào biểu cảm này
",7
"Làm cho khuôn mặt này trông như đang mỉa mai ai đó
",7
"Chỉnh lại đôi mắt để trông thật sắc sảo và khinh bỉ
",7
"Thêm một chút giễu cợt vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Thể hiện sự khinh miệt qua nụ cười nhếch lên
",7
"Thêm nét khinh khỉnh vào đôi môi
",7
"Làm cho khuôn mặt này trông như đang phớt lờ ai đó
",7
"Chỉnh lại cơ mặt để trông như đang châm biếm
",7
"Thêm vào vẻ lạnh nhạt trong ánh mắt
",7
"Làm nổi bật sự coi thường bằng ánh mắt
",7
"Thể hiện sự khinh bỉ bằng cách nhếch mép nhẹ
",7
"Thêm một chút chế giễu vào biểu cảm này
",7
"Làm cho khuôn mặt này trông như đang thờ ơ với mọi thứ
",7
"Chỉnh sửa để đôi mắt trông sắc sảo và khinh bỉ
",7
"Thêm nét nhạo báng vào nụ cười
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Thể hiện sự khinh bỉ qua đôi môi nhếch lên
",7
"Tạo vẻ khinh khỉnh trong ánh mắt này
",7
"Làm cho khuôn mặt trông như đang đánh giá thấp
",7
"Thêm nét khinh miệt vào đôi mắt
",7
"Chỉnh sửa biểu cảm để thể hiện sự khinh thường rõ hơn
",7
"Thêm một chút khinh bỉ vào nụ cười này
",7
"Làm cho khuôn mặt trông như đang chế giễu người khác
",7
"Tạo sự lạnh nhạt và coi thường trong ánh mắt
",7
"Chỉnh lại khóe miệng để nhếch lên khinh bỉ
",7
"Thêm nét khinh bỉ trong ánh mắt lạnh lùng
",7
"Làm cho biểu cảm trông như đang cười mỉa
",7
"Chỉnh khuôn mặt để tạo sự khinh khỉnh
",7
"Thêm một chút nhếch mép trong nụ cười
",7
"Làm nổi bật ánh mắt khinh thường
",7
"Thêm nét chế giễu vào biểu cảm này
",7
"Làm cho khuôn mặt trông như đang nhìn khinh bỉ
",7
"Chỉnh sửa để đôi mắt thể hiện sự khinh miệt
",7
"Thêm một chút giễu cợt vào nụ cười khinh khỉnh
",7
"Tạo sự khinh bỉ qua ánh mắt sắc sảo
",7
"Làm cho khuôn mặt trông như đang chế giễu ai đó
",7
"Thêm vào ánh mắt một chút khinh miệt
",7
"Chỉnh lại nụ cười để trông khinh khỉnh hơn
",7
"Thêm một chút lạnh lùng vào biểu cảm
",7
"Làm cho đôi mắt trông như đang nhìn ai đó với vẻ khinh bỉ
",7
"Thêm nét khinh thường vào nếp nhăn trán
",7
"Chỉnh sửa khuôn mặt để tạo cảm giác mỉa mai
",7
"Thêm nét giễu cợt vào nụ cười
",7
"Làm nổi bật ánh mắt đầy chế giễu
",7
"Thêm một chút chê bai vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang phớt lờ với sự khinh thường
",7
"Chỉnh sửa để biểu cảm này trông như đang khinh khỉnh
",7
"Thêm một chút khinh bỉ vào ánh mắt sắc bén
",7
"Làm nổi bật sự khinh thường bằng cách nhếch môi
",7
"Thêm nét châm biếm vào biểu cảm này
",7
"Làm cho khuôn mặt trông như đang nhìn ai đó với sự coi thường
",7
"Chỉnh sửa để biểu cảm thể hiện sự lạnh lùng
",7
"Thêm nét nhạo báng vào đôi mắt
",7
"Làm nổi bật ánh mắt đầy khinh khỉnh
",7
"Thêm một chút chế giễu vào nụ cười này
",7
"Làm cho khuôn mặt trông như đang giễu cợt ai đó
",7
"Chỉnh lại cơ mặt để trông như đang cười khẩy
",7
"Thêm nét khinh thường vào biểu cảm
",7
"Làm cho đôi mắt trông sắc sảo và khinh bỉ
",7
"Thêm một chút lạnh nhạt trong ánh mắt
",7
"Chỉnh sửa để khuôn mặt trông như đang mỉa mai
",7
"Làm nổi bật sự khinh thường bằng nụ cười nhếch
",7
"Thêm nét chế giễu vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười khinh bỉ
",7
"Chỉnh sửa để đôi mắt thể hiện sự khinh miệt rõ hơn
",7
"Thêm một chút nhếch mép trong nụ cười này
",7
"Làm cho khuôn mặt trông như đang chê bai ai đó
",7
"Thêm một chút khinh khỉnh vào biểu cảm
",7
"Chỉnh lại nụ cười để trông khinh thường hơn
",7
"Làm nổi bật sự khinh bỉ qua ánh mắt
",7
"Thêm nét châm biếm vào nụ cười
",7
"Làm cho khuôn mặt trông như đang chế giễu người khác
",7
"Thêm một chút giễu cợt vào biểu cảm này
",7
"Chỉnh sửa để ánh mắt thể hiện sự coi thường
",7
"Làm nổi bật ánh mắt đầy khinh khỉnh
",7
"Thêm một chút lạnh lùng vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang nhìn ai đó với sự khinh miệt
",7
"Thêm nét khinh bỉ vào đôi môi
",7
"Chỉnh lại nụ cười để trông như đang cười mỉa
",7
"Làm nổi bật ánh mắt khinh thường
",7
"Thêm một chút chế giễu vào ánh mắt này
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Chỉnh sửa để đôi mắt trông thật sắc sảo và khinh bỉ
",7
"Thêm một chút châm biếm vào nụ cười này
",7
"Làm cho khuôn mặt trông như đang giễu cợt ai đó
",7
"Thêm một chút khinh thường vào biểu cảm
",7
"Chỉnh lại đôi mắt để trông khinh khỉnh hơn
",7
"Làm nổi bật sự khinh miệt bằng ánh mắt
",7
"Thêm nét giễu cợt vào nụ cười khinh bỉ
",7
"Làm cho biểu cảm này trông như đang nhìn ai đó với sự khinh thường
",7
"Chỉnh sửa để ánh mắt thể hiện sự coi thường
",7
"Thêm một chút lạnh lùng vào nụ cười
",7
"Làm cho khuôn mặt trông như đang mỉa mai người khác
",7
"Thêm một chút chế giễu vào biểu cảm này
",7
"Chỉnh lại đôi môi để trông khinh bỉ hơn
",7
"Làm nổi bật ánh mắt đầy châm biếm
",7
"Thêm nét khinh khỉnh vào biểu cảm
",7
"Làm cho đôi mắt trông sắc sảo và khinh miệt
",7
"Chỉnh sửa để khuôn mặt trông như đang nhìn với sự khinh thường
",7
"Thêm một chút nhếch mép vào nụ cười khinh bỉ
",7
"Làm cho biểu cảm này trông như đang giễu cợt ai đó
",7
"Thêm nét khinh bỉ vào ánh mắt
",7
"Chỉnh lại nụ cười để trông như đang cười chê
",7
"Làm nổi bật sự khinh thường qua đôi mắt
",7
"Thêm một chút châm biếm vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang chê bai người khác
",7
"Chỉnh sửa để biểu cảm thể hiện sự lạnh lùng và khinh miệt
",7
"Thêm nét khinh khỉnh vào ánh mắt
",7
"Làm nổi bật sự khinh miệt bằng nụ cười nhếch nhẹ
",7
"Thêm một chút chế giễu vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười mỉa
",7
"Chỉnh lại đôi mắt để trông sắc sảo hơn
",7
"Thêm nét giễu cợt vào nụ cười khinh bỉ
",7
"Làm cho khuôn mặt trông như đang chế giễu ai đó
",7
"Thêm một chút khinh bỉ vào biểu cảm này
",7
"Chỉnh sửa để ánh mắt thể hiện sự khinh miệt rõ hơn
",7
"Làm nổi bật ánh mắt đầy khinh khỉnh
",7
"Thêm một chút lạnh nhạt vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang mỉa mai ai đó
",7
"Chỉnh lại nụ cười để trông như đang cười chê
",7
"Thêm nét châm biếm vào biểu cảm
",7
"Làm nổi bật sự khinh bỉ bằng ánh mắt sắc bén
",7
"Thêm một chút chế giễu vào nụ cười này
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Chỉnh sửa để đôi mắt trông thật sắc sảo và khinh miệt
",7
"Thêm một chút chê bai vào nụ cười
",7
"Làm cho khuôn mặt trông như đang nhìn ai đó với sự coi thường
",7
"Thêm một chút giễu cợt vào biểu cảm
",7
"Chỉnh lại đôi môi để trông khinh bỉ hơn
",7
"Làm nổi bật ánh mắt đầy chế giễu
",7
"Thêm nét khinh khỉnh vào biểu cảm này
",7
"Làm cho đôi mắt trông sắc sảo và khinh miệt
",7
"Chỉnh sửa để khuôn mặt trông như đang nhìn với sự khinh thường
",7
"Thêm một chút nhếch mép vào nụ cười khinh bỉ
",7
"Làm cho biểu cảm này trông như đang giễu cợt ai đó
",7
"Thêm nét khinh bỉ vào ánh mắt
",7
"Chỉnh lại nụ cười để trông như đang cười chê
",7
"Làm nổi bật sự khinh thường qua đôi mắt
",7
"Thêm một chút châm biếm vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang chê bai người khác
",7
"Chỉnh sửa để biểu cảm thể hiện sự lạnh lùng và khinh miệt
",7
"Thêm nét khinh khỉnh vào ánh mắt
",7
"Làm nổi bật sự khinh miệt bằng nụ cười nhếch nhẹ
",7
"Thêm một chút chế giễu vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười mỉa
",7
"Chỉnh lại đôi mắt để trông sắc sảo hơn
",7
"Thêm nét giễu cợt vào nụ cười khinh bỉ
",7
"Làm cho khuôn mặt trông như đang chế giễu ai đó
",7
"Thêm một chút khinh bỉ vào biểu cảm này
",7
"Chỉnh sửa để ánh mắt thể hiện sự khinh miệt rõ hơn
",7
"Làm nổi bật ánh mắt đầy khinh khỉnh
",7
"Thêm một chút lạnh nhạt vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang mỉa mai ai đó
",7
"Chỉnh lại nụ cười để trông như đang cười chê
",7
"Thêm nét châm biếm vào biểu cảm
",7
"Làm nổi bật sự khinh bỉ bằng ánh mắt sắc bén
",7
"Thêm một chút chế giễu vào nụ cười này
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Chỉnh sửa để đôi mắt trông thật sắc sảo và khinh miệt
",7
"Thêm một chút chê bai vào nụ cười
",7
"Làm cho khuôn mặt trông như đang nhìn ai đó với sự coi thường
",7
"Thêm một chút giễu cợt vào biểu cảm
",7
"Chỉnh lại đôi môi để trông khinh bỉ hơn
",7
"Làm nổi bật ánh mắt đầy chế giễu
",7
"Thêm nét khinh khỉnh vào biểu cảm này
",7
"Làm cho đôi mắt trông sắc sảo và khinh miệt
",7
"Chỉnh sửa để khuôn mặt trông như đang nhìn với sự khinh thường
",7
"Thêm một chút nhếch mép vào nụ cười khinh bỉ
",7
"Làm cho biểu cảm này trông như đang giễu cợt ai đó
",7
"Thêm nét khinh bỉ vào ánh mắt
",7
"Chỉnh lại nụ cười để trông như đang cười chê
",7
"Làm nổi bật sự khinh thường qua đôi mắt
",7
"Thêm một chút châm biếm vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang chê bai người khác
",7
"Chỉnh sửa để biểu cảm thể hiện sự lạnh lùng và khinh miệt
",7
"Thêm nét khinh khỉnh vào ánh mắt
",7
"Làm nổi bật sự khinh miệt bằng nụ cười nhếch nhẹ
",7
"Thêm một chút chế giễu vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười mỉa
",7
"Chỉnh lại đôi mắt để trông sắc sảo hơn
",7
"Thêm nét giễu cợt vào nụ cười khinh bỉ
",7
"Làm cho khuôn mặt trông như đang chế giễu ai đó
",7
"Thêm một chút khinh bỉ vào biểu cảm này
",7
"Chỉnh sửa để ánh mắt thể hiện sự khinh miệt rõ hơn
",7
"Làm nổi bật ánh mắt đầy khinh khỉnh
",7
"Thêm một chút lạnh nhạt vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang mỉa mai ai đó
",7
"Chỉnh lại nụ cười để trông như đang cười chê
",7
"Thêm nét châm biếm vào biểu cảm
",7
"Làm nổi bật sự khinh bỉ bằng ánh mắt sắc bén
",7
"Thêm một chút chế giễu vào nụ cười này
",7
"Làm cho biểu cảm này trông như đang cười khẩy
",7
"Chỉnh sửa để đôi mắt trông thật sắc sảo và khinh miệt
",7
"Thêm một chút chê bai vào nụ cười
",7
"Làm cho khuôn mặt trông như đang nhìn ai đó với sự coi thường
",7
"Thêm một chút giễu cợt vào biểu cảm
",7
"Chỉnh lại đôi môi để trông khinh bỉ hơn
",7
"Làm nổi bật ánh mắt đầy chế giễu
",7
"Thêm nét khinh khỉnh vào biểu cảm này
",7
"Làm cho đôi mắt trông sắc sảo và khinh miệt
",7
"Chỉnh sửa để khuôn mặt trông như đang nhìn với sự khinh thường
",7
"Thêm một chút nhếch mép vào nụ cười khinh bỉ
",7
"Làm cho biểu cảm này trông như đang giễu cợt ai đó
",7
"Thêm nét khinh bỉ vào ánh mắt
",7
"Chỉnh lại nụ cười để trông như đang cười chê
",7
"Làm nổi bật sự khinh thường qua đôi mắt
",7
"Thêm một chút châm biếm vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang chê bai người khác
",7
"Chỉnh sửa để biểu cảm thể hiện sự lạnh lùng và khinh miệt
",7
"Thêm nét khinh khỉnh vào ánh mắt
",7
"Làm nổi bật sự khinh miệt bằng nụ cười nhếch nhẹ
",7
"Thêm một chút chế giễu vào ánh mắt
",7
"Làm cho biểu cảm này trông như đang cười mỉa
",7
"Chỉnh lại đôi mắt để trông sắc sảo hơn
",7
"Thêm nét giễu cợt vào nụ cười khinh bỉ
",7
"Làm cho khuôn mặt trông như đang chế giễu ai đó
",7
"Thêm một chút khinh bỉ vào biểu cảm này
",7
"Điều chỉnh khóe mắt để trông khinh bỉ hơn
",7
"Làm cho nụ cười này có vẻ chế giễu
",7
"Thêm một chút thái độ khinh khỉnh vào ánh mắt
",7
"Tạo biểu cảm như đang cảm thấy vượt trội hơn người khác
",7
"Làm cho khuôn mặt trông như đang nhìn với ánh mắt phán xét
",7
"Thêm sự lạnh nhạt vào đôi mắt
",7
"Chỉnh lại nụ cười để trông như đang cười khẩy nhẹ
",7
"Làm cho ánh mắt trở nên sắc lạnh và khinh miệt
",7
"Thêm một chút thờ ơ vào biểu cảm
",7
"Chỉnh sửa khuôn mặt để thể hiện sự châm chọc
",7
"Làm cho nụ cười có vẻ cười mỉa
",7
"Thêm một chút sự mỉa mai trong ánh mắt
",7
"Chỉnh lại nếp nhăn trên trán để trông khinh thường
",7
"Tạo thêm sự nhếch mép khinh khỉnh trong nụ cười
",7
"Làm cho khuôn mặt trông như đang nghĩ ai đó thật ngớ ngẩn
",7
"Thêm một chút thái độ lạnh lùng và thờ ơ
",7
"Chỉnh sửa để biểu cảm trông như đang chế giễu
",7
"Làm cho ánh mắt trông như đang cười khẩy
",7
"Thêm sự khinh miệt trong cái nhìn
",7
"Chỉnh lại khuôn mặt để trông như đang chê bai
",7
"Thêm một chút sự phớt lờ vào ánh mắt
",7
"Làm cho nụ cười trông như đang cười mỉa
",7
"Chỉnh sửa ánh mắt để thể hiện sự khinh thường rõ hơn
",7
"Thêm sự nhếch môi nhẹ vào nụ cười
",7
"Làm cho khuôn mặt trông như đang cười khinh bỉ
",7
"Chỉnh lại ánh mắt để trông sắc bén và lạnh lùng
",7
"Thêm một chút vẻ khinh thường vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang nhìn với sự phán xét
",7
"Chỉnh sửa nụ cười để trông như đang cười nhạo
",7
"Thêm sự lạnh nhạt vào ánh mắt
",7
"Làm cho ánh mắt trở nên sắc bén và khinh miệt
",7
"Chỉnh lại biểu cảm để thể hiện sự khinh bỉ nhẹ
",7
"Thêm một chút thái độ khinh thường trong nụ cười
",7
"Làm cho khuôn mặt trông như đang giễu cợt người khác
",7
"Chỉnh sửa ánh mắt để trông như đang nhìn xuống người khác
",7
"Thêm một chút sự thờ ơ vào biểu cảm
",7
"Làm cho nụ cười trông như đang cười chê
",7
"Chỉnh lại khuôn mặt để trông như đang nhìn với vẻ khinh khỉnh
",7
"Thêm một chút giễu cợt trong ánh mắt
",7
"Làm cho khuôn mặt trông như đang nghĩ mình hơn người khác
",7
"Chỉnh sửa biểu cảm để thêm sự lạnh lùng
",7
"Thêm một chút thái độ chê bai vào ánh mắt
",7
"Làm cho nụ cười trông như đang cười mỉa
",7
"Chỉnh lại đôi môi để trông như đang nhếch lên khinh bỉ
",7
"Thêm sự khinh thường vào đôi mắt
",7
"Làm cho khuôn mặt trông như đang cười khẩy nhẹ
",7
"Chỉnh sửa biểu cảm để thể hiện sự thờ ơ
",7
"Thêm một chút thái độ khinh bỉ trong nụ cười
",7
"Làm cho ánh mắt trông như đang nhìn với sự phán xét
",7
"Chỉnh lại khuôn mặt để trông như đang chế giễu ai đó
",7
"Thêm sự khinh khỉnh trong ánh mắt
",7
"Làm cho nụ cười trông như đang cười chê
",7
"Chỉnh sửa để khuôn mặt trông như đang cười khẩy nhẹ
",7
"Thêm một chút vẻ lạnh lùng vào biểu cảm
",7
"Làm cho khuôn mặt trông như đang nghĩ mình vượt trội hơn
",7
"Chỉnh lại ánh mắt để trông sắc bén hơn
",7
"Thêm sự giễu cợt vào đôi mắt
",7
"Làm cho nụ cười trông như đang chế giễu
",7
"Chỉnh sửa biểu cảm để trông như đang khinh bỉ
",7
"Thêm một chút thái độ khinh miệt vào ánh mắt
",7
"Làm cho khuôn mặt trông như đang cười mỉa
",7
"Chỉnh lại nụ cười để trông như đang nhếch mép
",7
"Thêm sự khinh khỉnh trong đôi mắt
",7
"Làm cho khuôn mặt trông như đang chế giễu nhẹ
",7
"Chỉnh sửa để biểu cảm thể hiện sự châm chọc
",7
"Thêm một chút thái độ lạnh nhạt vào ánh mắt
",7
"Làm cho nụ cười trông như đang cười khẩy
",7
"Chỉnh lại khuôn mặt để trông như đang chê bai
",7
"Thêm sự khinh miệt trong ánh mắt
",7
"Làm cho khuôn mặt trông như đang nhìn với vẻ khinh thường
",7
"Chỉnh sửa biểu cảm để thể hiện sự giễu cợt
",7
"Thêm một chút thái độ khinh bỉ vào nụ cười
",7
"Làm cho ánh mắt trông như đang nhìn xuống người khác
",7
"Chỉnh lại khuôn mặt để trông như đang phớt lờ
",7
"Thêm sự lạnh nhạt vào đôi mắt
",7
"Làm cho nụ cười trông như đang chế giễu nhẹ
",7
"Chỉnh sửa biểu cảm để trông như đang cười khẩy
",7
"Thêm một chút thái độ khinh khỉnh vào ánh mắt
",7
"Làm cho khuôn mặt trông như đang nhìn với vẻ chê bai
",7
"Chỉnh lại nụ cười để trông như đang cười nhạo
",7
"Thêm sự khinh miệt trong ánh mắt
",7
"Làm cho khuôn mặt trông như đang chế giễu ai đó
",7
"Chỉnh sửa biểu cảm để thể hiện sự lạnh lùng
",7
"Thêm một chút thái độ khinh bỉ vào nụ cười
",7
"Làm cho ánh mắt trông như đang cười khinh bỉ
",7
"Chỉnh lại khuôn mặt để trông như đang nhìn xuống người khác
",7
"Thêm sự giễu cợt vào biểu cảm
",7
"Làm cho nụ cười trông như đang cười chê
",7
"Chỉnh sửa để khuôn mặt trông như đang khinh miệt
",7
"Thêm một chút thái độ lạnh lùng vào ánh mắt
",7
"Làm cho khuôn mặt trông như đang nhìn với vẻ châm biếm
",7
"Chỉnh lại nụ cười để trông như đang cười khinh khỉnh
",7
"Thêm sự khinh miệt trong ánh mắt
",7
"Làm cho khuôn mặt trông như đang nhìn với sự khinh thường
",7
"Chỉnh sửa biểu cảm để thể hiện sự giễu cợt
",7
"Thêm một chút thái độ khinh bỉ vào nụ cười
",7
"Làm cho ánh mắt trông như đang nhìn xuống người khác
",7
"Chỉnh lại khuôn mặt để trông như đang chê bai
",7
"Thêm sự khinh khỉnh vào đôi mắt
",7
"Làm cho khuôn mặt trông như đang cười khẩy nhẹ
",7
"Chỉnh sửa để biểu cảm thể hiện sự khinh miệt
",7
"Thêm một chút thái độ lạnh nhạt vào ánh mắt
",7
"Làm cho nụ cười trông như đang cười mỉa
",7
"Chỉnh lại khuôn mặt để trông như đang nhìn với vẻ chê bai
",7
"Thêm sự giễu cợt trong ánh mắt
",7
"Làm cho khuôn mặt trông như đang nghĩ mình vượt trội hơn
",7
"Chỉnh sửa biểu cảm để trông như đang cười khẩy
",7
"Thêm một chút thái độ khinh bỉ vào nụ cười
",7
"Làm cho ánh mắt trông như đang nhìn ai đó với sự khinh thường
",7
"Chỉnh lại khuôn mặt để trông như đang phán xét
",7
"Thêm sự lạnh nhạt vào đôi mắt
",7
"Làm cho nụ cười trông như đang cười chê
",7
"Làm cho khuôn mặt này thể hiện rõ sự khinh bỉ
",7
"Thay đổi ánh mắt này thành khinh thường
",7
"Biểu cảm này cần thêm chút khinh bỉ
",7
"Tạo nét mặt khinh miệt hơn
",7
"Khuôn mặt này cần thêm sự khinh bỉ
",7
"Thay đổi nét mặt này để trông khinh thường hơn
",7
"Làm nét mặt này biểu lộ sự khinh bỉ
",7
"Tạo biểu cảm khinh miệt trên khuôn mặt
",7
"Biến đổi nét mặt này thành khinh bỉ
",7
"Thêm chút khinh bỉ vào biểu cảm này
",7
"Làm biểu cảm này trông khinh miệt hơn
",7
"Biểu cảm này nên thể hiện sự khinh bỉ
",7
"Tạo nét khinh bỉ trên khuôn mặt này
",7
"Làm biểu cảm này thêm phần khinh thường
",7
"Chỉnh sửa khuôn mặt để trông khinh bỉ hơn
",7
"Thêm nét khinh bỉ vào khuôn mặt này
",7
"Thay đổi ánh mắt này thành ánh mắt khinh bỉ
",7
"Khuôn mặt này cần biểu lộ sự khinh thường hơn
",7
"Làm cho khuôn mặt này trông thật khinh bỉ
",7
"Tạo ánh mắt khinh miệt trên khuôn mặt này
",7
"Làm cho biểu cảm này trở nên khinh bỉ hơn
",7
"Biểu cảm này cần thêm chút khinh thường
",7
